query_id Q0 docid rank BM25_score system_name
2 Q0 2039 13 0.316248 BM25
2 Q0 597 14 0.305061 BM25
2 Q0 1727 15 0.298589 BM25
2 Q0 1977 16 0.296201 BM25
2 Q0 1588 17 0.296169 BM25
2 Q0 3129 18 0.292991 BM25
2 Q0 2 19 0.289764 BM25
2 Q0 1821 20 0.278362 BM25
2 Q0 3078 21 0.276002 BM25
2 Q0 372 22 0.273500 BM25
2 Q0 394 23 0.273500 BM25
2 Q0 246 24 0.273134 BM25
2 Q0 1931 25 0.271576 BM25
2 Q0 847 26 0.266373 BM25
2 Q0 204 27 0.265238 BM25
2 Q0 1569 28 0.265237 BM25
2 Q0 2100 29 0.264829 BM25
2 Q0 2476 30 0.263283 BM25
2 Q0 1264 31 0.260839 BM25
2 Q0 2177 32 0.255906 BM25
2 Q0 391 33 0.255533 BM25
2 Q0 1702 34 0.255533 BM25
2 Q0 3136 35 0.252302 BM25
2 Q0 626 36 0.252170 BM25
2 Q0 526 37 0.251191 BM25
2 Q0 2448 38 0.249452 BM25
2 Q0 2713 39 0.249452 BM25
2 Q0 497 40 0.249367 BM25
2 Q0 2194 41 0.243986 BM25
2 Q0 3144 42 0.240818 BM25
2 Q0 749 43 0.240200 BM25
2 Q0 760 44 0.240200 BM25
2 Q0 648 45 0.240200 BM25
2 Q0 1990 46 0.239781 BM25
2 Q0 1488 47 0.234793 BM25
2 Q0 171 48 0.234690 BM25
2 Q0 2422 49 0.232611 BM25
2 Q0 3171 50 0.232387 BM25
2 Q0 1343 51 0.231756 BM25
2 Q0 2534 52 0.231466 BM25
2 Q0 2352 53 0.227985 BM25
2 Q0 242 54 0.227010 BM25
2 Q0 3028 55 0.226267 BM25
2 Q0 1941 56 0.225858 BM25
2 Q0 2852 57 0.225433 BM25
2 Q0 1057 58 0.223885 BM25
2 Q0 1301 59 0.223885 BM25
2 Q0 2473 60 0.223497 BM25
2 Q0 1259 61 0.223077 BM25
2 Q0 1430 62 0.222207 BM25
2 Q0 1527 63 0.220630 BM25
2 Q0 1010 64 0.220502 BM25
2 Q0 1530 65 0.217978 BM25
2 Q0 225 66 0.216531 BM25
2 Q0 1136 67 0.213463 BM25
2 Q0 2472 68 0.213463 BM25
2 Q0 1881 69 0.212445 BM25
2 Q0 1315 70 0.211019 BM25
2 Q0 740 71 0.210589 BM25
2 Q0 569 72 0.210589 BM25
2 Q0 563 73 0.210589 BM25
2 Q0 2845 74 0.210486 BM25
2 Q0 18 75 0.209645 BM25
2 Q0 201 76 0.209645 BM25
2 Q0 200 77 0.209645 BM25
2 Q0 1582 78 0.209645 BM25
2 Q0 880 79 0.209645 BM25
2 Q0 2939 80 0.208682 BM25
2 Q0 1594 81 0.207853 BM25
2 Q0 2440 82 0.207763 BM25
2 Q0 1096 83 0.207763 BM25
2 Q0 1981 84 0.207763 BM25
2 Q0 3034 85 0.204085 BM25
2 Q0 2439 86 0.203580 BM25
2 Q0 1974 87 0.203246 BM25
2 Q0 290 88 0.203186 BM25
2 Q0 459 89 0.203186 BM25
2 Q0 998 90 0.203186 BM25
2 Q0 2638 91 0.203186 BM25
2 Q0 1378 92 0.203183 BM25
2 Q0 881 93 0.203183 BM25
2 Q0 282 94 0.202804 BM25
2 Q0 1379 95 0.202678 BM25
2 Q0 2917 96 0.202358 BM25
2 Q0 1272 97 0.200186 BM25
2 Q0 2143 98 0.198124 BM25
2 Q0 1575 99 0.197108 BM25
2 Q0 1371 100 0.197108 BM25
3 Q0 2603 1 0.367492 BM25
3 Q0 2316 2 0.349428 BM25
3 Q0 100 3 0.230262 BM25
3 Q0 929 4 0.222312 BM25
3 Q0 2551 5 0.219855 BM25
3 Q0 2295 6 0.206619 BM25
3 Q0 2658 7 0.206516 BM25
3 Q0 1459 8 0.203700 BM25
3 Q0 628 9 0.201749 BM25
3 Q0 2406 10 0.200888 BM25
3 Q0 1098 11 0.193417 BM25
3 Q0 1678 12 0.193075 BM25
3 Q0 1723 13 0.188787 BM25
3 Q0 2495 14 0.184161 BM25
3 Q0 2587 15 0.183744 BM25
3 Q0 2814 16 0.179256 BM25
3 Q0 2939 17 0.178864 BM25
3 Q0 51 18 0.175832 BM25
3 Q0 1923 19 0.172530 BM25
3 Q0 252 20 0.170315 BM25
3 Q0 2659 21 0.168573 BM25
3 Q0 651 22 0.168206 BM25
3 Q0 1466 23 0.167674 BM25
3 Q0 2705 24 0.163824 BM25
3 Q0 2661 25 0.163723 BM25
3 Q0 1703 26 0.163409 BM25
3 Q0 2061 27 0.163008 BM25
3 Q0 3115 28 0.159985 BM25
3 Q0 637 29 0.159474 BM25
3 Q0 2066 30 0.158743 BM25
3 Q0 1366 31 0.157288 BM25
3 Q0 3130 32 0.156752 BM25
3 Q0 1852 33 0.156614 BM25
3 Q0 2710 34 0.154003 BM25
3 Q0 2411 35 0.150473 BM25
3 Q0 3105 36 0.149972 BM25
3 Q0 1835 37 0.145349 BM25
3 Q0 2782 38 0.141954 BM25
3 Q0 77 39 0.138544 BM25
3 Q0 3093 40 0.138445 BM25
3 Q0 2579 41 0.134619 BM25
3 Q0 2112 42 0.134270 BM25
3 Q0 3171 43 0.128629 BM25
3 Q0 920 44 0.128577 BM25
3 Q0 3150 45 0.128373 BM25
3 Q0 2558 46 0.125919 BM25
3 Q0 2317 47 0.124536 BM25
3 Q0 1360 48 0.120213 BM25
3 Q0 3102 49 0.119383 BM25
3 Q0 1387 50 0.109039 BM25
3 Q0 1142 51 0.108186 BM25
3 Q0 249 52 0.105914 BM25
3 Q0 3030 53 0.105367 BM25
3 Q0 857 54 0.103498 BM25
3 Q0 2449 55 0.102369 BM25
3 Q0 2084 56 0.102113 BM25
3 Q0 1350 57 0.101192 BM25
3 Q0 3099 58 0.100385 BM25
3 Q0 1631 59 0.099857 BM25
3 Q0 2921 60 0.098643 BM25
3 Q0 1402 61 0.098122 BM25
3 Q0 1783 62 0.095419 BM25
3 Q0 2645 63 0.095221 BM25
3 Q0 1565 64 0.094903 BM25
3 Q0 2111 65 0.093122 BM25
3 Q0 3148 66 0.092558 BM25
3 Q0 2247 67 0.092182 BM25
3 Q0 1947 68 0.092064 BM25
3 Q0 2843 69 0.091354 BM25
3 Q0 2305 70 0.091254 BM25
3 Q0 1807 71 0.090922 BM25
3 Q0 2439 72 0.090133 BM25
3 Q0 1788 73 0.090087 BM25
3 Q0 2684 74 0.089391 BM25
3 Q0 1619 75 0.088890 BM25
3 Q0 2534 76 0.086058 BM25
3 Q0 696 77 0.084790 BM25
3 Q0 2254 78 0.083159 BM25
3 Q0 265 79 0.082946 BM25
3 Q0 1457 80 0.082527 BM25
3 Q0 1664 81 0.082033 BM25
3 Q0 2650 82 0.082033 BM25
3 Q0 2423 83 0.081938 BM25
3 Q0 689 84 0.080734 BM25
3 Q0 2064 85 0.080290 BM25
3 Q0 1168 86 0.079194 BM25
3 Q0 1496 87 0.079087 BM25
3 Q0 2886 88 0.077956 BM25
3 Q0 2873 89 0.077784 BM25
3 Q0 205 90 0.075652 BM25
3 Q0 3045 91 0.073615 BM25
3 Q0 1102 92 0.072808 BM25
3 Q0 3077 93 0.072544 BM25
3 Q0 2470 94 0.070320 BM25
3 Q0 2941 95 0.070255 BM25
3 Q0 2652 96 0.069420 BM25
3 Q0 1306 97 0.068461 BM25
3 Q0 2542 98 0.067872 BM25
3 Q0 1236 99 0.067649 BM25
3 Q0 303 100 0.067494 BM25
4 Q0 2342 1 0.865369 BM25
4 Q0 3043 2 0.774896 BM25
4 Q0 3059 3 0.772733 BM25
4 Q0 2439 4 0.657422 BM25
4 Q0 2905 5 0.645682 BM25
4 Q0 3128 6 0.603980 BM25
4 Q0 3049 7 0.584071 BM25
4 Q0 1634 8 0.525001 BM25
4 Q0 2501 9 0.518026 BM25
4 Q0 3103 10 0.517469 BM25
4 Q0 1943 11 0.473872 BM25
4 Q0 1846 12 0.470387 BM25
4 Q0 2578 13 0.468099 BM25
4 Q0 2438 14 0.444607 BM25
4 Q0 2848 15 0.439992 BM25
4 Q0 2939 16 0.438466 BM25
4 Q0 403 17 0.438227 BM25
4 Q0 3148 18 0.432380 BM25
4 Q0 1588 19 0.428361 BM25
4 Q0 2445 20 0.417435 BM25
4 Q0 409 21 0.415711 BM25
4 Q0 2519 22 0.411172 BM25
4 Q0 2969 23 0.409182 BM25
4 Q0 3141 24 0.405874 BM25
4 Q0 2900 25 0.400228 BM25
4 Q0 52 26 0.394294 BM25
4 Q0 2844 27 0.394159 BM25
4 Q0 2377 28 0.378743 BM25
4 Q0 2371 29 0.372040 BM25
4 Q0 2767 30 0.368549 BM25
4 Q0 2849 31 0.364613 BM25
4 Q0 2949 32 0.362046 BM25
4 Q0 2684 33 0.361288 BM25
4 Q0 3105 34 0.359635 BM25
4 Q0 3171 35 0.358985 BM25
4 Q0 2895 36 0.355385 BM25
4 Q0 3018 37 0.352024 BM25
4 Q0 1727 38 0.351286 BM25
4 Q0 2476 39 0.348875 BM25
4 Q0 2958 40 0.342175 BM25
4 Q0 1488 41 0.338509 BM25
4 Q0 2263 42 0.329411 BM25
4 Q0 2406 43 0.328083 BM25
4 Q0 3069 44 0.321347 BM25
4 Q0 1272 45 0.320321 BM25
4 Q0 1759 46 0.319452 BM25
4 Q0 1624 47 0.313671 BM25
4 Q0 1905 48 0.312959 BM25
4 Q0 2228 49 0.312128 BM25
4 Q0 1530 50 0.309948 BM25
4 Q0 3056 51 0.308432 BM25
4 Q0 2273 52 0.307634 BM25
4 Q0 2932 53 0.304720 BM25
4 Q0 1506 54 0.304675 BM25
4 Q0 2815 55 0.303273 BM25
4 Q0 2666 56 0.301957 BM25
4 Q0 2215 57 0.301330 BM25
4 Q0 3137 58 0.300803 BM25
4 Q0 1253 59 0.300272 BM25
4 Q0 1527 60 0.300115 BM25
4 Q0 435 61 0.298514 BM25
4 Q0 880 62 0.297658 BM25
4 Q0 69 63 0.295107 BM25
4 Q0 2096 64 0.293887 BM25
4 Q0 2865 65 0.283643 BM25
4 Q0 1135 66 0.279916 BM25
4 Q0 2331 67 0.279072 BM25
4 Q0 2748 68 0.278095 BM25
4 Q0 2912 69 0.278042 BM25
4 Q0 2710 70 0.277975 BM25
4 Q0 1369 71 0.277075 BM25
4 Q0 1145 72 0.275426 BM25
4 Q0 124 73 0.274403 BM25
4 Q0 2359 74 0.272441 BM25
4 Q0 3188 75 0.272011 BM25
4 Q0 1014 76 0.271267 BM25
4 Q0 2376 77 0.269193 BM25
4 Q0 2134 78 0.266926 BM25
4 Q0 2931 79 0.264783 BM25
4 Q0 1166 80 0.263877 BM25
4 Q0 2196 81 0.261771 BM25
4 Q0 1152 82 0.261265 BM25
4 Q0 1863 83 0.260241 BM25
4 Q0 1780 84 0.256212 BM25
4 Q0 1651 85 0.256198 BM25
4 Q0 3020 86 0.253730 BM25
4 Q0 3013 87 0.252633 BM25
4 Q0 2177 88 0.252457 BM25
4 Q0 526 89 0.251191 BM25
4 Q0 2491 90 0.249362 BM25
4 Q0 617 91 0.249228 BM25
4 Q0 1010 92 0.249139 BM25
4 Q0 2810 93 0.248322 BM25
4 Q0 1458 94 0.247461 BM25
4 Q0 2709 95 0.246619 BM25
4 Q0 2536 96 0.246448 BM25
4 Q0 695 97 0.245663 BM25
4 Q0 1150 98 0.242865 BM25
4 Q0 1985 99 0.242117 BM25
4 Q0 2150 100 0.241615 BM25
5 Q0 1923 1 0.740053 BM25
5 Q0 2003 2 0.589878 BM25
5 Q0 2035 3 0.544211 BM25
5 Q0 2629 4 0.490344 BM25
5 Q0 23 5 0.465217 BM25
5 Q0 2321 6 0.450079 BM25
5 Q0 1829 7 0.440730 BM25
5 Q0 2399 8 0.416465 BM25
5 Q0 1742 9 0.356086 BM25
5 Q0 1682 10 0.343102 BM25
5 Q0 529 11 0.342624 BM25
5 Q0 756 12 0.332080 BM25
5 Q0 2271 13 0.327545 BM25
5 Q0 3144 14 0.325685 BM25
5 Q0 2299 15 0.324320 BM25
5 Q0 1272 16 0.323501 BM25
5 Q0 2501 17 0.322973 BM25
5 Q0 2169 18 0.316432 BM25
5 Q0 2960 19 0.306919 BM25
5 Q0 2947 20 0.291032 BM25
5 Q0 2942 21 0.287315 BM25
5 Q0 1281 22 0.285381 BM25
5 Q0 3102 23 0.285164 BM25
5 Q0 1188 24 0.284290 BM25
5 Q0 1937 25 0.281133 BM25
5 Q0 1960 26 0.279230 BM25
5 Q0 946 27 0.278854 BM25
5 Q0 2106 28 0.277198 BM25
5 Q0 3147 29 0.276137 BM25
5 Q0 251 30 0.275261 BM25
5 Q0 537 31 0.270686 BM25
5 Q0 1853 32 0.269874 BM25
5 Q0 1698 33 0.267671 BM25
5 Q0 149 34 0.267259 BM25
5 Q0 2357 35 0.266892 BM25
5 Q0 1502 36 0.263650 BM25
5 Q0 1465 37 0.259644 BM25
5 Q0 1392 38 0.257639 BM25
5 Q0 2716 39 0.256962 BM25
5 Q0 679 40 0.250829 BM25
5 Q0 1764 41 0.248438 BM25
5 Q0 1962 42 0.244315 BM25
5 Q0 1947 43 0.243303 BM25
5 Q0 2078 44 0.238123 BM25
5 Q0 2145 45 0.236622 BM25
5 Q0 153 46 0.235202 BM25
5 Q0 1708 47 0.233996 BM25
5 Q0 1409 48 0.232232 BM25
5 Q0 1827 49 0.230912 BM25
5 Q0 2439 50 0.222109 BM25
5 Q0 173 51 0.221295 BM25
5 Q0 1253 52 0.221277 BM25
5 Q0 892 53 0.218035 BM25
5 Q0 2483 54 0.217342 BM25
5 Q0 2645 55 0.214690 BM25
5 Q0 2247 56 0.210542 BM25
5 Q0 2704 57 0.210450 BM25
5 Q0 2873 58 0.208932 BM25
5 Q0 1612 59 0.207550 BM25
5 Q0 2980 60 0.207395 BM25
5 Q0 2067 61 0.204892 BM25
5 Q0 1978 62 0.204668 BM25
5 Q0 1738 63 0.204316 BM25
5 Q0 2812 64 0.204209 BM25
5 Q0 1664 65 0.204079 BM25
5 Q0 1010 66 0.204074 BM25
5 Q0 2622 67 0.198782 BM25
5 Q0 1699 68 0.198328 BM25
5 Q0 1642 69 0.197325 BM25
5 Q0 2542 70 0.196949 BM25
5 Q0 606 71 0.196593 BM25
5 Q0 2985 72 0.196193 BM25
5 Q0 1605 73 0.195379 BM25
5 Q0 2407 74 0.194625 BM25
5 Q0 2950 75 0.193773 BM25
5 Q0 2508 76 0.189197 BM25
5 Q0 2569 77 0.186539 BM25
5 Q0 2714 78 0.179192 BM25
5 Q0 2514 79 0.178533 BM25
5 Q0 2786 80 0.176755 BM25
5 Q0 2438 81 0.175714 BM25
5 Q0 1646 82 0.175458 BM25
5 Q0 2036 83 0.172489 BM25
5 Q0 3127 84 0.171916 BM25
5 Q0 2138 85 0.171845 BM25
5 Q0 1852 86 0.171386 BM25
5 Q0 1693 87 0.169977 BM25
5 Q0 1671 88 0.169945 BM25
5 Q0 2892 89 0.169028 BM25
5 Q0 22 90 0.168885 BM25
5 Q0 2710 91 0.167672 BM25
5 Q0 2155 92 0.166274 BM25
5 Q0 1602 93 0.166033 BM25
5 Q0 117 94 0.165072 BM25
5 Q0 2756 95 0.164737 BM25
5 Q0 1930 96 0.162431 BM25
5 Q0 3040 97 0.162332 BM25
5 Q0 267 98 0.161212 BM25
5 Q0 2077 99 0.160119 BM25
5 Q0 2689 100 0.157220 BM25
6 Q0 2671 1 0.556554 BM25
6 Q0 242 2 0.552028 BM25
6 Q0 1634 3 0.505025 BM25
6 Q0 1009 4 0.451221 BM25
6 Q0 2826 5 0.437194 BM25
6 Q0 3198 6 0.411144 BM25
6 Q0 530 7 0.368806 BM25
6 Q0 2230 8 0.348804 BM25
6 Q0 1341 9 0.329648 BM25
6 Q0 3035 10 0.318918 BM25
6 Q0 2078 11 0.315327 BM25
6 Q0 2753 12 0.302760 BM25
6 Q0 281 13 0.290201 BM25
6 Q0 3185 14 0.285082 BM25
6 Q0 2389 15 0.272359 BM25
6 Q0 2505 16 0.263479 BM25
6 Q0 2721 17 0.260413 BM25
6 Q0 697 18 0.254437 BM25
6 Q0 2502 19 0.233022 BM25
6 Q0 2417 20 0.232140 BM25
6 Q0 888 21 0.227684 BM25
6 Q0 2828 22 0.212027 BM25
6 Q0 695 23 0.209925 BM25
6 Q0 2176 24 0.208339 BM25
6 Q0 2931 25 0.201093 BM25
6 Q0 1148 26 0.201052 BM25
6 Q0 417 27 0.200669 BM25
6 Q0 2187 28 0.196444 BM25
6 Q0 2406 29 0.196168 BM25
6 Q0 2873 30 0.195911 BM25
6 Q0 1186 31 0.192222 BM25
6 Q0 3188 32 0.188030 BM25
6 Q0 2909 33 0.185567 BM25
6 Q0 768 34 0.185372 BM25
6 Q0 2263 35 0.172450 BM25
6 Q0 2836 36 0.170012 BM25
6 Q0 2087 37 0.168310 BM25
6 Q0 2167 38 0.168304 BM25
6 Q0 3172 39 0.158663 BM25
6 Q0 3156 40 0.155357 BM25
6 Q0 767 41 0.152900 BM25
6 Q0 435 42 0.150583 BM25
6 Q0 3150 43 0.149296 BM25
6 Q0 392 44 0.146552 BM25
6 Q0 670 45 0.145464 BM25
6 Q0 2228 46 0.143096 BM25
6 Q0 2707 47 0.139777 BM25
6 Q0 1184 48 0.136242 BM25
6 Q0 1368 49 0.131173 BM25
6 Q0 2705 50 0.129166 BM25
6 Q0 2231 51 0.128859 BM25
6 Q0 531 52 0.127371 BM25
6 Q0 2582 53 0.124113 BM25
6 Q0 3030 54 0.122150 BM25
6 Q0 1621 55 0.121928 BM25
6 Q0 3040 56 0.120431 BM25
6 Q0 1698 57 0.116159 BM25
6 Q0 2900 58 0.115028 BM25
6 Q0 2399 59 0.114455 BM25
6 Q0 2485 60 0.113868 BM25
6 Q0 1930 61 0.110798 BM25
6 Q0 3166 62 0.105057 BM25
6 Q0 755 63 0.102512 BM25
6 Q0 2918 64 0.102130 BM25
6 Q0 1948 65 0.101702 BM25
6 Q0 3132 66 0.100407 BM25
6 Q0 52 67 0.100073 BM25
6 Q0 1262 68 0.099658 BM25
6 Q0 2810 69 0.097633 BM25
6 Q0 1978 70 0.096358 BM25
6 Q0 1046 71 0.094962 BM25
6 Q0 332 72 0.094543 BM25
6 Q0 1116 73 0.094476 BM25
6 Q0 2068 74 0.094373 BM25
6 Q0 3093 75 0.092675 BM25
6 Q0 731 76 0.091559 BM25
6 Q0 3105 77 0.091495 BM25
6 Q0 1461 78 0.090209 BM25
6 Q0 985 79 0.086922 BM25
6 Q0 3034 80 0.085800 BM25
6 Q0 2383 81 0.085795 BM25
6 Q0 1379 82 0.085631 BM25
6 Q0 3077 83 0.085309 BM25
6 Q0 2774 84 0.083867 BM25
6 Q0 119 85 0.083867 BM25
6 Q0 2456 86 0.083183 BM25
6 Q0 321 87 0.081797 BM25
6 Q0 1693 88 0.081759 BM25
6 Q0 87 89 0.081480 BM25
6 Q0 109 90 0.081018 BM25
6 Q0 2503 91 0.081018 BM25
6 Q0 141 92 0.081018 BM25
6 Q0 269 93 0.081018 BM25
6 Q0 1001 94 0.079943 BM25
6 Q0 2710 95 0.079444 BM25
6 Q0 3069 96 0.079405 BM25
6 Q0 605 97 0.078782 BM25
6 Q0 41 98 0.078473 BM25
6 Q0 1702 99 0.078357 BM25
6 Q0 476 100 0.078357 BM25
7 Q0 1922 1 1.101779 BM25
7 Q0 3043 2 1.071754 BM25
7 Q0 3059 3 1.000975 BM25
7 Q0 2342 4 0.668465 BM25
7 Q0 2865 5 0.638082 BM25
7 Q0 2949 6 0.627272 BM25
7 Q0 3148 7 0.615651 BM25
7 Q0 3128 8 0.553547 BM25
7 Q0 3141 9 0.549800 BM25
7 Q0 1736 10 0.541317 BM25
7 Q0 1771 11 0.536606 BM25
7 Q0 2208 12 0.536257 BM25
7 Q0 2905 13 0.523077 BM25
7 Q0 2376 14 0.511292 BM25
7 Q0 2578 15 0.511162 BM25
7 Q0 961 16 0.486886 BM25
7 Q0 2903 17 0.476885 BM25
7 Q0 2256 18 0.466445 BM25
7 Q0 2740 19 0.453771 BM25
7 Q0 3104 20 0.451509 BM25
7 Q0 371 21 0.394428 BM25
7 Q0 2912 22 0.389621 BM25
7 Q0 1553 23 0.385625 BM25
7 Q0 1243 24 0.384322 BM25
7 Q0 3137 25 0.372448 BM25
7 Q0 3014 26 0.372411 BM25
7 Q0 1923 27 0.364284 BM25
7 Q0 2871 28 0.358741 BM25
7 Q0 827 29 0.358514 BM25
7 Q0 2849 30 0.357647 BM25
7 Q0 69 31 0.353450 BM25
7 Q0 3078 32 0.352167 BM25
7 Q0 2902 33 0.343782 BM25
7 Q0 2896 34 0.343261 BM25
7 Q0 2972 35 0.341509 BM25
7 Q0 1952 36 0.336626 BM25
7 Q0 1660 37 0.336626 BM25
7 Q0 1623 38 0.329178 BM25
7 Q0 1796 39 0.328886 BM25
7 Q0 2439 40 0.326831 BM25
7 Q0 1338 41 0.321987 BM25
7 Q0 1854 42 0.320522 BM25
7 Q0 1430 43 0.316428 BM25
7 Q0 2320 44 0.314792 BM25
7 Q0 1755 45 0.308578 BM25
7 Q0 1050 46 0.297174 BM25
7 Q0 46 47 0.295717 BM25
7 Q0 1870 48 0.290772 BM25
7 Q0 2111 49 0.287111 BM25
7 Q0 1931 50 0.286670 BM25
7 Q0 855 51 0.285159 BM25
7 Q0 3028 52 0.281924 BM25
7 Q0 1440 53 0.279859 BM25
7 Q0 52 54 0.279481 BM25
7 Q0 3170 55 0.279425 BM25
7 Q0 2843 56 0.276969 BM25
7 Q0 3077 57 0.274952 BM25
7 Q0 136 58 0.274412 BM25
7 Q0 2371 59 0.272584 BM25
7 Q0 3166 60 0.270456 BM25
7 Q0 2657 61 0.267792 BM25
7 Q0 2317 62 0.267436 BM25
7 Q0 2033 63 0.266604 BM25
7 Q0 204 64 0.265238 BM25
7 Q0 2100 65 0.264829 BM25
7 Q0 1749 66 0.264521 BM25
7 Q0 1948 67 0.260940 BM25
7 Q0 2273 68 0.259714 BM25
7 Q0 1753 69 0.257662 BM25
7 Q0 2325 70 0.256806 BM25
7 Q0 2618 71 0.256345 BM25
7 Q0 1780 72 0.256212 BM25
7 Q0 3127 73 0.255115 BM25
7 Q0 3144 74 0.254934 BM25
7 Q0 1846 75 0.254311 BM25
7 Q0 1659 76 0.253893 BM25
7 Q0 2326 77 0.253275 BM25
7 Q0 1588 78 0.252827 BM25
7 Q0 2 79 0.252677 BM25
7 Q0 2263 80 0.251839 BM25
7 Q0 2890 81 0.251837 BM25
7 Q0 526 82 0.251191 BM25
7 Q0 2448 83 0.249452 BM25
7 Q0 2830 84 0.244728 BM25
7 Q0 3080 85 0.244570 BM25
7 Q0 2219 86 0.243938 BM25
7 Q0 1592 87 0.241192 BM25
7 Q0 749 88 0.240200 BM25
7 Q0 648 89 0.240200 BM25
7 Q0 1400 90 0.240153 BM25
7 Q0 362 91 0.239012 BM25
7 Q0 2950 92 0.238512 BM25
7 Q0 1609 93 0.238419 BM25
7 Q0 2406 94 0.236268 BM25
7 Q0 2852 95 0.235956 BM25
7 Q0 171 96 0.234690 BM25
7 Q0 2581 97 0.234636 BM25
7 Q0 3082 98 0.234021 BM25
7 Q0 2907 99 0.233849 BM25
7 Q0 2520 100 0.232611 BM25
8 Q0 1685 1 1.062942 BM25
8 Q0 2776 2 0.799081 BM25
8 Q0 2614 3 0.743887 BM25
8 Q0 2371 4 0.633541 BM25
